_id,_partitionKey,age,class_id,comment,dad,dob,email_addresses,gender,mom,name,old_class,siblings,surname,time_stamp
85ef7e1700489b214c26661bbde05b6c74a6cb1550cba4c4cf66dfa420b3b628,students,5,KK,,06-44-96-59-89,2016-08-10T08:06:34.042Z,timeo.rolland@example.com,boy,01-94-48-66-78,Timeo,Next Year,,Rolland,2021-09-10T08:06:34.042Z
2dc25c2fb9b20d7b6f411c76392f0644547a82abefa1ff390e3055e180d9d881,students,3,LL,,076 174 10 44,2018-04-10T08:06:34.045Z,arnaud.lefebvre@example.com,boy,076 712 17 79,Arnaud,Next Year,,Lefebvre,2021-09-10T08:06:34.045Z
249c5407318c34ed3c0cc41ec74aae091133c4d864d5588dfc4b3af1d50ba0e0,students,1,DD,,0984-725-6623,2020-05-10T08:06:34.025Z,thn.glshn@example.com,girl,089-57746169,ثنا,Next Year,,گلشن,2021-09-10T08:06:34.025Z
7398225afad49880c160a039f5bdd57893e6bc17c9238674659ba34406b6ed4e,students,1,KK,,0979-476-6945,2020-06-10T08:06:34.042Z,bhrh.slry@example.com,girl,069-40610337,بهاره,Next Year,,سالاری,2021-09-10T08:06:34.043Z
33fa8c73e2047ad98d9c7c3392b300a62701f8f939d86804f7cc2b1b1051bd0a,students,3,LL,,048-593-88-04,2018-06-10T08:06:34.044Z,peetu.hautala@example.com,boy,06-302-114,Peetu,Next Year,,Hautala,2021-09-10T08:06:34.044Z
298e5becb6cf9972b422d760ab8bc4adc889ffcde656dade54d999818cf03d18,students,4,JJ,,081-193-4843,2017-03-10T08:06:34.039Z,alison.jensen@example.com,girl,041-001-9843,Alison,Next Year,,Jensen,2021-09-10T08:06:34.039Z
01a1f8b2b95fe9c559bcce2eb1daec3c61708c88f11667a3b7db3454df7b1b88,students,4,LL,,661-963-650,2017-06-10T08:06:34.044Z,rosa.cortes@example.com,girl,963-585-528,Rosa,Next Year,,Cortes,2021-09-10T08:06:34.044Z
8922c23f4aa1c33abb0093f4cd40f42d74d092aa2def96ebd23c2e6e01ae7b50,students,2,KK,,(32) 8187-1193,2019-02-10T08:06:34.041Z,abdenago.martins@example.com,boy,(53) 3078-6310,Abdénago,Next Year,,Martins,2021-09-10T08:06:34.041Z
fafd63645cfc97fd9bef36895060862077f6f05fe2da295205c174a49a080b05,students,1,HH,,0988-895-5730,2020-05-10T08:06:34.035Z,tr.glshn@example.com,girl,058-23213186,تارا,Next Year,,گلشن,2021-09-10T08:06:34.035Z
94200e697e2060078184b41836f21cc8d147c7b8905d7f27c6bb1816b482fa22,students,0,II,,604-177-430,2020-12-10T08:06:34.037Z,sandra.lozano@example.com,girl,992-745-681,Sandra,Next Year,,Lozano,2021-09-10T08:06:34.037Z
61853e4582023de03bf7fbe16bd7e4f91fb383563df68577bcdd063f290f8480,students,4,HH,,(854)-113-3880,2016-12-10T08:06:34.033Z,dena.roelands@example.com,girl,(519)-908-9782,Dena,Next Year,,Roelands,2021-09-10T08:06:34.033Z
96c0dae4e6cbdf4bfcdb34df443d933633b6f9038024c2201117470cf347b612,students,1,EE,,97012162,2019-12-10T08:06:34.028Z,jayden.nystrom@example.com,boy,24121363,Jayden,Next Year,,Nystrøm,2021-09-10T08:06:34.028Z
4c40c12a919c18e84ca3cc0d39440b9b0e050692eeb9002664230ccb2486fb69,students,0,FF,,916-988-6438,2021-04-10T08:06:34.030Z,anthony.novak@example.com,boy,591-428-9011,Anthony,Next Year,,Novak,2021-09-10T08:06:34.030Z
af0bd47c7ced150c2d7bfae14c47617280bf04e6b0e00a4316bcaa485528a68d,students,2,BB,,(878)-706-6579,2019-06-10T08:06:34.015Z,amber.evans@example.com,girl,(507)-953-1060,Amber,Next Year,,Evans,2021-09-10T08:06:34.015Z
2921e9b681972cca0da85592c86e03dad238a2adaa1cb668c598ec6d7f60851c,students,4,LL,,0173-2618076,2017-02-10T08:06:34.045Z,catherine.brehmer@example.com,girl,0692-6890726,Catherine,Next Year,,Brehmer,2021-09-10T08:06:34.045Z
95f590d54a84b3aa3b5476aff0eb18d820001c0d8d4c4df9061e453418805c25,students,2,LL,,078 939 52 93,2019-03-10T08:06:34.043Z,dominique.moulin@example.com,boy,079 164 17 77,Dominique,Next Year,,Moulin,2021-09-10T08:06:34.043Z
5cab8eed4be661e6a81c9a79b8693cd0046cc788d6fe1ebd406dd53e003fce81,students,1,LL,,(899)-766-8828,2020-09-10T08:06:34.044Z,josephine.patterson@example.com,girl,(430)-596-4230,Josephine,Next Year,,Patterson,2021-09-10T08:06:34.044Z
548016a0228e0cd0c2ac577e4ae9b1f6341b6897d273433247901ea0bddc8e89,students,2,KK,,93948865,2019-07-10T08:06:34.041Z,wojciech.kvalo@example.com,boy,33662772,Wojciech,Next Year,,Kvalø,2021-09-10T08:06:34.041Z
d25fbf47dbcfa2aa90a01b52df2dd015f0d997fcf6a8b6b9ec1b34ae02b16937,students,4,JJ,,98722527,2017-02-10T08:06:34.039Z,viktor.folstad@example.com,boy,88149005,Viktor,Next Year,,Følstad,2021-09-10T08:06:34.039Z
8cf188da3e3db90b376403d3a755013df74d6e2cc2cf7d9248161936a97a9066,students,3,KK,,(477)-445-2307,2018-02-10T08:06:34.042Z,violet.hayes@example.com,girl,(123)-592-8419,Violet,Next Year,,Hayes,2021-09-10T08:06:34.042Z
71115407abe61276254e71932e40217b34e7bcb1e64d15f16156ef476b92a498,students,5,GG,,40372852,2016-07-10T08:06:34.032Z,alma.pedersen@example.com,girl,13583323,Alma,Next Year,,Pedersen,2021-09-10T08:06:34.032Z
2b2e7814f43e205acc93469d357f1e6fcdd2dc7f6cd2f8a94264fd94a1d7ff5f,students,0,GG,,44068749,2021-03-10T08:06:34.032Z,danny.nesland@example.com,boy,62952345,Danny,Next Year,,Nesland,2021-09-10T08:06:34.032Z
fa71049190db0058225e83d5e1e650457698c967466ac302c4f7ef71d7c84bf8,students,5,CC,,658-243-136,2016-07-10T08:06:34.016Z,virginia.sanchez@example.com,girl,910-975-326,Virginia,Next Year,,Sanchez,2021-09-10T08:06:34.016Z
e6722c8b880e4876ccdee3f451c8d8816a084862faa149f8b059a35355e46892,students,5,CC,,(178)-026-7810,2016-07-10T08:06:34.016Z,leigh.korteland@example.com,girl,(900)-855-3850,Leigh,Next Year,,Korteland,2021-09-10T08:06:34.016Z
a9b2ad8d10dfd829ab38d169da6bcc7001e6a6c59ad5176f55ab83b050933d34,students,3,KK,,111-901-2815,2018-04-10T08:06:34.042Z,zoe.ambrose@example.com,girl,621-941-7223,Zoe,Next Year,,Ambrose,2021-09-10T08:06:34.042Z
0d1fa7f82bb2a9e3c32648fe92560bddcb844e148ca33f66c3e44009d1f1c47d,students,2,GG,,040-176-78-09,2019-06-10T08:06:34.031Z,matilda.lehtola@example.com,girl,02-728-848,Matilda,Next Year,,Lehtola,2021-09-10T08:06:34.031Z
04549328b5ea7fed7713ed3d461bebc755b6d31a0bd2566e886f9312349da13f,students,0,JJ,,0906-576-7057,2021-04-10T08:06:34.040Z,sryn.rdyy@example.com,girl,030-46948127,سارینا,Next Year,,رضایی,2021-09-10T08:06:34.040Z
2ac7e591f07b138be72300cb5257ea129c810f778ea8309c4cbcdd15e9c02e5b,students,2,HH,,081-329-6625,2019-04-10T08:06:34.035Z,john.lynch@example.com,boy,031-993-0103,John,Next Year,,Lynch,2021-09-10T08:06:34.035Z
8cd0d6d4dde554fbd7929ac99ecc83f8c25ef0449531c5da2daeeef09c2f9c00,students,5,DD,,077 637 25 55,2016-03-10T08:06:34.020Z,solange.gaillard@example.com,girl,075 744 90 81,Solange,Next Year,,Gaillard,2021-09-10T08:06:34.020Z
ad3d73e851e78f5f5cf47d2885aceebb5d5f3970b044287a89b1caaa87af6410,students,3,KK,,06-76-25-37-44,2018-01-10T08:06:34.043Z,clarisse.leroy@example.com,girl,04-88-63-50-44,Clarisse,Next Year,,Leroy,2021-09-10T08:06:34.043Z
c73e6f89026ddedc877da4c61b153d3b63e187d3eeb8499a4a57eb2db902a947,students,1,GG,,642-901-627,2020-05-10T08:06:34.031Z,nuria.herrero@example.com,girl,946-544-630,Nuria,Next Year,,Herrero,2021-09-10T08:06:34.031Z
b625a3d36ed0bebacf77374518985366c1ffd7d94a974b28d65a3ff74abe277c,students,2,GG,,081-205-0742,2019-03-10T08:06:34.031Z,albert.sutton@example.com,boy,041-336-8291,Albert,Next Year,,Sutton,2021-09-10T08:06:34.031Z
b8ad24118d2377c73eeed13f957a83a6dc278e846d21e87981b68ffaa526700c,students,1,BB,,95454472,2020-04-10T08:06:34.014Z,kai.myhra@example.com,boy,63221797,Kai,Next Year,,Myhra,2021-09-10T08:06:34.014Z
5a749c90eb080086744b2d3d6573fa1137fa371fb7c3b0353487f37751455b95,students,3,FF,,077 451 02 79,2018-08-10T08:06:34.030Z,josefina.bonnet@example.com,girl,079 663 85 55,Josefina,Next Year,,Bonnet,2021-09-10T08:06:34.030Z
e1587bf8815944832993956277c3f88a26ed6a9f23c9f5463572f8b68eb2dc82,students,2,AA,,843-483-6999,2019-08-10T08:06:34.010Z,marilou.smith@example.com,girl,197-694-9928,Marilou,Next Year,,Smith,2021-09-10T08:06:34.010Z
dd48a982c7d1da27d2a7e0d60b7cf343d57eae73b0bd28ac35d949df8c9da45f,students,2,GG,,684-174-967,2019-02-10T08:06:34.033Z,pablo.mora@example.com,boy,981-449-979,Pablo,Next Year,,Mora,2021-09-10T08:06:34.033Z
f2aff051f1477396bb21d8efcdba0b1518e4e233d3ed6dfc39da1598cf3309b9,students,4,DD,,081-164-9902,2017-08-10T08:06:34.021Z,leo.flores@example.com,boy,061-535-7562,Leo,Next Year,,Flores,2021-09-10T08:06:34.021Z
9ffcb2ddd79de712121b420c861216763e057b4fb267d4b7719e20e2909bf44c,students,2,JJ,,043-810-87-01,2019-09-10T08:06:34.039Z,daniel.wallo@example.com,boy,09-305-273,Daniel,Next Year,,Wallo,2021-09-10T08:06:34.039Z
b58eaee25d78f364507e540ad22009f1c3b7afdb75c0468612b916f60bec9973,students,1,GG,,658-640-434,2020-08-10T08:06:34.031Z,marc.fuentes@example.com,boy,977-925-827,Marc,Next Year,,Fuentes,2021-09-10T08:06:34.031Z
3f3a11a0e712d39380fa707d8c97ff54a5fe34f2d5100f88f98c4eda40341707,students,2,DD,,20131048,2019-02-10T08:06:34.024Z,august.pedersen@example.com,boy,80351722,August,Next Year,,Pedersen,2021-09-10T08:06:34.024Z
39bfef877d53dda2c675b0a93a515c12687aeadba45eecf2d583578e2b28249d,students,0,FF,,0922-468-2897,2021-01-10T08:06:34.030Z,aynz.shylyrd@example.com,girl,038-06954746,آیناز,Next Year,,سهيلي راد,2021-09-10T08:06:34.030Z
093d872f9e76a0e03d086ee5a095918ddea46a48e82bb56e7ac70a9a5aa270a0,students,2,JJ,,0171-4026340,2019-07-10T08:06:34.041Z,gustav.kohler@example.com,boy,0235-5411913,Gustav,Next Year,,Kohler,2021-09-10T08:06:34.041Z
a1ca503810c94f4c6f13fcd73096434a5a52824b4537c4eb4cfce242dd7b0569,students,3,JJ,,079 419 36 46,2018-08-10T08:06:34.040Z,beate.robin@example.com,girl,078 658 51 53,Beate,Next Year,,Robin,2021-09-10T08:06:34.040Z
9fdefbd213a6ad76a91658073c81ad909cfcbebc09dc594593949982e1514443,students,5,LL,,075 490 63 31,2016-01-10T08:06:34.045Z,erhard.gerard@example.com,boy,076 462 03 50,Erhard,Next Year,,Gerard,2021-09-10T08:06:34.045Z
c66c952fb457baa4d4090f6ab980d341b9088bd7530452fe0b36ef0c024f15e5,students,4,II,,046-322-85-81,2017-05-10T08:06:34.038Z,saana.kivi@example.com,girl,05-174-351,Saana,Next Year,,Kivi,2021-09-10T08:06:34.038Z
1c357065dea4acb17b67aaf0153187a3c8c7a3612a027d7f48ad09cc2d206d98,students,2,HH,,93127349,2019-06-10T08:06:34.034Z,saga.lauten@example.com,girl,66211612,Saga,Next Year,,Lauten,2021-09-10T08:06:34.034Z
2a4faa1299a1b915ae74d41d9e8cab69d9061a0317348dade833f9dabdd37611,students,3,II,,075 241 14 91,2018-06-10T08:06:34.038Z,joanna.fontai@example.com,girl,076 847 68 90,Joanna,Next Year,,Fontai,2021-09-10T08:06:34.038Z
c7f72e9ac51bbc37897cc3b1ab927bd4e287afcaa41b637dc5235d383af6718f,students,2,CC,,95164220,2019-04-10T08:06:34.018Z,abdullahi.moradi@example.com,boy,88285062,Abdullahi,Next Year,,Moradi,2021-09-10T08:06:34.018Z
32c5b112a8cd34878a3996421001fb8ef1c42739b6dbd256f1abd854f146e44b,students,0,JJ,,(159)-133-8635,2021-03-10T08:06:34.041Z,harriet.wright@example.com,girl,(735)-584-5956,Harriet,Next Year,,Wright,2021-09-10T08:06:34.041Z
365a5033aeaea35e2f761df2f19b020e264897848ba57330b2295e7a877b35c0,students,5,CC,,29533836,2016-02-10T08:06:34.018Z,rasmus.poulsen@example.com,boy,17747524,Rasmus,Next Year,,Poulsen,2021-09-10T08:06:34.018Z
11cea7c13a24dd076d6a312327157fe94d226efb7624b81857c3a6908bf443a2,students,4,GG,,0476-187-954,2017-09-10T08:06:34.032Z,george.wilson@example.com,boy,07-3812-6385,George,Next Year,,Wilson,2021-09-10T08:06:34.032Z
97beed432a7c44bfaf93e656560b73590fe97e288cf95b602766daf353d1a7e0,students,3,EE,,82660110,2018-02-10T08:06:34.028Z,jeppe.hansen@example.com,boy,57705043,Jeppe,Next Year,,Hansen,2021-09-10T08:06:34.028Z
869f491eccc82caf465437d64573f68e71ee22e5e5882dccecd6b80b0dbbc5ec,students,1,FF,,(117)-272-1713,2020-06-10T08:06:34.028Z,ella.taylor@example.com,girl,(959)-286-1247,Ella,Next Year,,Taylor,2021-09-10T08:06:34.028Z
786eb08a2714563c20dcb70f010138b73b3cc40102b90e5bcdddf169e6f9776d,students,4,II,,0922-018-3471,2017-04-10T08:06:34.038Z,hly.hsyny@example.com,girl,019-51676318,هلیا,Next Year,,حسینی,2021-09-10T08:06:34.038Z
6f5d0483114e1c2ffdc2b5d8b6153802bb7e94a0a19fa73d8b7c659cc3990cd1,students,3,EE,,(16) 7644-7013,2018-05-10T08:06:34.027Z,lilaine.barros@example.com,girl,(68) 7762-0916,Lilaine,Next Year,,Barros,2021-09-10T08:06:34.027Z
ffad297afe21b89db13a153f220bfff5ccb0cab484b01ab720fa4b6b0fbb8c69,students,2,II,,0412-104-277,2018-12-10T08:06:34.036Z,neil.west@example.com,boy,09-8569-4728,Neil,Next Year,,West,2021-09-10T08:06:34.036Z
92bc949a7d10f19240babaf36a76de544d9c2fd298c88034e0bc17020255cff6,students,2,KK,,0170-1759262,2019-09-10T08:06:34.041Z,olga.schafers@example.com,girl,0170-2655774,Olga,Next Year,,Schäfers,2021-09-10T08:06:34.041Z
38cd6e5f73d8170d4c1547b56afb55c3239fc4dc84961f108913b8d0eb417f89,students,0,LL,,0957-086-2978,2020-12-10T08:06:34.043Z,mhmdmyn.hydry@example.com,boy,081-35949845,محمدامين,Next Year,,حیدری,2021-09-10T08:06:34.043Z
ddaf72c51cc9f4146bf043afc2e048351f4647191549531ee8fe16bd54a07457,students,5,FF,,(526)-474-1727,2016-05-10T08:06:34.029Z,jamie.freeman@example.com,boy,(684)-632-8895,Jamie,Next Year,,Freeman,2021-09-10T08:06:34.029Z
4bce52ac18551acb981faf3dd6c6c6976f3c8b9eedf0d78801ca64b5a2d4454b,students,2,FF,,312-108-6311,2019-07-10T08:06:34.030Z,anthony.harris@example.com,boy,181-815-8705,Anthony,Next Year,,Harris,2021-09-10T08:06:34.030Z
a388a2a8dfb524ad075d8b1fba6ebd58c41c6aa18727f7cec079e810bd7269c6,students,5,EE,,660-357-354,2016-07-10T08:06:34.025Z,cristobal.gomez@example.com,boy,928-130-129,Cristobal,Next Year,,Gomez,2021-09-10T08:06:34.025Z
be72fd0e5a1d896a6b8fa812e172a3cf9231db78eb28be5d70ad9f5617ce1f51,students,0,HH,,0921-429-1212,2021-01-10T08:06:34.034Z,kyn.qsmy@example.com,boy,063-63592416,كيان,Next Year,,قاسمی,2021-09-10T08:06:34.034Z
db0747f6756ce1454146215d10c285b8e2dacc339f6853c365bc3a7386f00dab,students,0,KK,,06-75-20-31-25,2021-04-10T08:06:34.042Z,juliette.mercier@example.com,girl,02-06-83-57-18,Juliette,Next Year,,Mercier,2021-09-10T08:06:34.042Z
ca1dc954ab2183a968da6f92efc19372a4977a1d77c69ddc6a6cdb56b0fb9333,students,5,EE,,076 253 29 92,2016-02-10T08:06:34.026Z,sergio.chevalier@example.com,boy,076 349 57 53,Sérgio,Next Year,,Chevalier,2021-09-10T08:06:34.026Z
a54d2c9a3a98ff3df17eaf131ba640e318a00f2e0769af588389d2fd8aaaa650,students,1,GG,,692-771-751,2020-06-10T08:06:34.031Z,daniel.sanchez@example.com,boy,924-510-085,Daniel,Next Year,,Sanchez,2021-09-10T08:06:34.031Z
be70cadd450d63459b8f4bd1eb7bca11d7a5541bfa9120a021276054ba472570,students,1,EE,,(305)-143-5478,2020-09-10T08:06:34.028Z,meral.cevik@example.com,girl,(109)-121-0067,Meral,Next Year,,Çevik,2021-09-10T08:06:34.028Z
238f08ac7f6512ee593fad744c85322bf7972e7a107df495bb01fe7216424a4f,students,1,CC,,42092783,2020-02-10T08:06:34.018Z,thorvald.saetran@example.com,boy,64389544,Thorvald,Next Year,,Sætran,2021-09-10T08:06:34.018Z
a831caa3464b580ee9eaeb08e3039183b0e89243afb2f8ff247aeb10e6a04c52,students,1,DD,,0776-251-149,2020-04-10T08:06:34.023Z,nelson.james@example.com,boy,015242 74962,Nelson,Next Year,,James,2021-09-10T08:06:34.023Z
8566a6922784560de025492f662e330a433ee94a34910a2be0c6f447d62c53b2,students,5,II,,(833)-321-0931,2016-01-10T08:06:34.037Z,ryder.lee@example.com,boy,(978)-330-6719,Ryder,Next Year,,Lee,2021-09-10T08:06:34.037Z
e0488e8f10ebcf922f2ccd40195572588879bec26de6f3d6e3f8dfe3da72746e,students,4,CC,,0928-883-1196,2017-07-10T08:06:34.017Z,aalyrd.hsyny@example.com,boy,071-98786597,علیرضا,Next Year,,حسینی,2021-09-10T08:06:34.017Z
ab8fa66cff08356cfe01c346d4eb8dd7808b67c2ef9e20e4c1ba111663e90793,students,3,LL,,(824)-150-0553,2018-07-10T08:06:34.044Z,jonathan.ferguson@example.com,boy,(981)-041-4033,Jonathan,Next Year,,Ferguson,2021-09-10T08:06:34.044Z
5a0e0364db24ff3afabe70f6104503d26aa48c362e7e9b6e43f0631f76bac9f3,students,4,JJ,,081-787-6206,2017-03-10T08:06:34.039Z,eliza.henderson@example.com,girl,051-691-7616,Eliza,Next Year,,Henderson,2021-09-10T08:06:34.039Z
4776666838d8137177dfe7588d026c9a0dc3587315119b3495df4736981fb098,students,5,FF,,49984230,2016-01-10T08:06:34.030Z,arina.lillevik@example.com,girl,82490873,Arina,Next Year,,Lillevik,2021-09-10T08:06:34.030Z
ac70efcd9fd34ddf213960f0c5aa56ff3df816ec98b354ef3dffb8b58fcec551,students,5,EE,,511-846-5128,2016-01-10T08:06:34.026Z,juliette.sirko@example.com,girl,418-845-5272,Juliette,Next Year,,Sirko,2021-09-10T08:06:34.026Z
c5b3495647451d563351d0e711b7aaced9a55634d28449e6559d831cc5b1f36d,students,4,DD,,017-254-6187,2017-01-10T08:06:34.024Z,dylan.liu@example.com,boy,621-069-8271,Dylan,Next Year,,Liu,2021-09-10T08:06:34.024Z
3633b7de2311f43c906bd0707587d5a5cfcae7730afbff91a9fc27055c89cc17,students,5,FF,,076 987 64 81,2016-06-10T08:06:34.029Z,donato.carpentier@example.com,boy,075 335 41 40,Donato,Next Year,,Carpentier,2021-09-10T08:06:34.029Z
ed706de6fa71885814ab10a1a1429b3cc08b90db0d05b2305e2d9c031277b2f5,students,4,II,,45396798,2016-12-10T08:06:34.037Z,emmelin.ismail@example.com,girl,87992670,Emmelin,Next Year,,Ismail,2021-09-10T08:06:34.037Z
a66b525decc16070fcc4385debbc0a28aaf14be829a433af7b7bb16b9287aef5,students,3,HH,,(073)-305-0052,2018-01-10T08:06:34.035Z,ryan.wang@example.com,boy,(281)-965-0103,Ryan,Next Year,,Wang,2021-09-10T08:06:34.035Z
51544d5e8bc445df003060897c797f627d7b9aab0a7f4f2d70a8ebd2722e31de,students,4,HH,,(091)-819-8308,2017-01-10T08:06:34.035Z,nihal.sandalci@example.com,boy,(514)-075-2858,Nihal,Next Year,,Sandalcı,2021-09-10T08:06:34.035Z
1447a9bbb96149d8e3ac9d32f0d94d9da82dbb534f461a0f5ee0985c314b840d,students,0,KK,,(287)-669-5980,2021-04-10T08:06:34.043Z,rosa.chambers@example.com,girl,(190)-608-0855,Rosa,Next Year,,Chambers,2021-09-10T08:06:34.043Z
